pl_name,pl_masse,pl_rade,pl_orbper,pl_eqt,sy_dist,discoverymethod,disc_year,hostname
Kepler-599 b,,2.84,15.65562652,,558.517,Transit,2016,Kepler-599
Kepler-786 b,,2.28,53.5292702,348.0,485.318,Transit,2016,Kepler-786
Kepler-37 b,,0.27,13.3669309,656.0,63.9207,Transit,2013,Kepler-37
Kepler-1272 b,,2.43,51.1319346,542.0,1206.37,Transit,2016,Kepler-1272
Kepler-289 c,,12.37,125.86540191,394.0,704.438,Transit,2014,Kepler-289
Kepler-286 e,,1.78,29.22144,587.0,1226.85,Transit,2014,Kepler-286
Kepler-311 c,,1.46,19.7383913,719.0,778.654,Transit,2014,Kepler-311
HD 75898 b,,,422.9,,78.0505,Radial Velocity,2007,HD 75898
Kepler-303 b,,0.94,1.937032068,,209.738,Transit,2014,Kepler-303
Kepler-1776 b,,2.97,35.01190875,603.0,690.336,Transit,2021,Kepler-1776
Kepler-177 c,,7.48,49.41117582,545.0,1435.44,Transit,2013,Kepler-177
HD 37124 c,,,887.7,,31.6634,Radial Velocity,2002,HD 37124
Kepler-1321 d,,1.78,5.72084599,509.0,769.146,Transit,2021,Kepler-1321
Kepler-1743 b,,1.78,7.64972303,1258.0,538.807,Transit,2021,Kepler-1743
TOI-1246 c,,2.44894535,5.90412784205,859.61,169.422,Transit,2022,TOI-1246
Kepler-181 b,,1.33,3.137848829,1031.0,609.283,Transit,2014,Kepler-181
K2-113 b,,12.5,5.817681,,635.722,Transit,2017,K2-113
Kepler-1223 b,,,16.30137438,,459.957,Transit,2016,Kepler-1223
Kepler-943 b,,5.12,49.7700907,455.0,2300.53,Transit,2016,Kepler-943
Kepler-602 b,,,15.2842969687,,1159.31,Transit,2016,Kepler-602
Kepler-309 b,,1.03,5.92365634,529.0,544.568,Transit,2014,Kepler-309
K2-124 b,,3.03,6.413766,445.0,140.385,Transit,2017,K2-124
Kepler-496 b,,2.42,8.30865307,747.0,605.274,Transit,2016,Kepler-496
Kepler-1129 c,,2.75,76.5369586,471.0,1183.88,Transit,2016,Kepler-1129
Kepler-258 c,,2.4,33.65304,412.0,575.988,Transit,2014,Kepler-258
K2-124 b,,2.6,6.413718,,140.385,Transit,2017,K2-124
Kepler-1018 b,,2.72,49.1013514,477.0,1010.01,Transit,2016,Kepler-1018
HD 195019 b,,,18.20132,,37.6681,Radial Velocity,1998,HD 195019
Kepler-655 b,,2.66,46.40626,588.0,752.562,Transit,2016,Kepler-655
Kepler-1865 b,,1.56,2.524018115,1203.0,922.255,Transit,2021,Kepler-1865
Kepler-255 b,,1.51,5.71462004,,1052.53,Transit,2014,Kepler-255
Kepler-874 b,,3.41,40.0686727,560.0,1082.16,Transit,2016,Kepler-874
Kepler-1916 b,,2.43,31.2548347,646.0,2055.82,Transit,2021,Kepler-1916
Kepler-722 c,,3.43,105.145959,401.0,1239.5,Transit,2016,Kepler-722
WASP-156 b,40.68224,5.71659,3.836169,970.0,122.066,Transit,2017,WASP-156
KMT-2021-BLG-1547L b,467.20775829,,,,5070.0,Microlensing,2023,KMT-2021-BLG-1547L
Kepler-188 c,,3.08,5.996534997,1094.0,968.544,Transit,2014,Kepler-188
Kepler-217 d,,1.375,,,1104.64,Transit,2016,Kepler-217
Kepler-100 b,,1.24,6.887099,1071.0,304.645,Transit,2014,Kepler-100
Kepler-358 b,,2.91,34.0607631,554.0,1101.1,Transit,2014,Kepler-358
TOI-2364 b,,9.57594,4.0197555,1062.0,219.614,Transit,2023,TOI-2364
Kepler-51 b,,7.88,45.15530074,523.0,783.831,Transit,2012,Kepler-51
6 Lyn b,,,919.86,,54.6599,Radial Velocity,2008,6 Lyn
HATS-52 b,,,1.36665617,,555.134,Transit,2017,HATS-52
K2-50 b,,2.29,8.75198,,257.443,Transit,2016,K2-50
TrES-3 b,572.41183,14.975224,1.306186483,,231.337,Transit,2007,TrES-3
KOI-13 b,2070.66245,15.759854,1.76358799,,519.096,Transit,2011,KOI-13
Kepler-1671 b,,1.25,4.167856,993.0,357.059,Transit,2020,Kepler-1671
WASP-78 b,,,2.1751852,,754.258,Transit,2012,WASP-78
Kepler-1222 b,,0.69,1.916944254,1134.0,415.218,Transit,2016,Kepler-1222
Kepler-1817 b,,,44.2993483,,748.569,Transit,2021,Kepler-1817
Kepler-920 b,,3.09,6.53194024,907.0,1001.68,Transit,2016,Kepler-920
Kepler-296 c,,2.15,5.841648,,,Transit,2014,Kepler-296
Kepler-1575 b,,,2.55315031,,1246.92,Transit,2016,Kepler-1575
Kepler-2000 b,,3.2,6.38,,320.588,Transit,2023,Kepler-2000
Kepler-517 b,,,60.92832947,,289.907,Transit,2016,Kepler-517
WASP-84 b,220.57402,10.558878,8.5234865,,100.588,Transit,2014,WASP-84
Kepler-1807 b,,2.09,10.86062378,1108.0,1299.32,Transit,2021,Kepler-1807
Proxima Cen b,,,11.18465,218.0,1.30119,Radial Velocity,2016,Proxima Cen
Kepler-172 d,,,14.6270781161,,828.592,Transit,2014,Kepler-172
Kepler-303 b,,1.099,,,209.738,Transit,2014,Kepler-303
Kepler-651 b,,,21.3851584,,509.408,Transit,2016,Kepler-651
Kepler-1457 b,,,51.1100085839,,889.885,Transit,2016,Kepler-1457
Kepler-122 c,,4.7,12.466071,807.0,1027.45,Transit,2014,Kepler-122
Kepler-877 b,,,18.45848388,,602.176,Transit,2016,Kepler-877
Kepler-432 b,,12.39,52.5010768,816.0,848.023,Transit,2015,Kepler-432
Kepler-526 b,,2.58,,,666.146,Transit,2016,Kepler-526
TOI-1855 b,360.09958513,18.49481816,1.36414864,1701.0,176.833,Transit,2024,TOI-1855
Kepler-949 b,,3.03,8.689307296,782.0,486.105,Transit,2016,Kepler-949
Kepler-1754 b,,2.04,8.19596647,672.0,718.945,Transit,2021,Kepler-1754
KELT-23 A b,,,2.25528783,,126.261,Transit,2019,KELT-23 A
Kepler-1341 b,,,132.9955503,,476.957,Transit,2016,Kepler-1341
Kepler-127 b,,1.46,14.43594397,890.0,352.794,Transit,2014,Kepler-127
K2-287 b,101.70509024,9.33708092,14.89329,,158.335,Transit,2018,K2-287
Kepler-518 b,,2.14,8.512037736,839.0,337.901,Transit,2016,Kepler-518
Kepler-1468 b,,1.59,8.23984869,917.0,1899.24,Transit,2016,Kepler-1468
Kepler-147 c,,3.262,,,1042.02,Transit,2014,Kepler-147
HATS-13 b,,,3.04405314,,421.855,Transit,2015,HATS-13
L 98-59 e,,,12.8278,347.0,10.6194,Radial Velocity,2021,L 98-59
Kepler-63 b,,5.57,9.434151089,789.0,194.033,Transit,2013,Kepler-63
HD 163607 c,,,1267.4,,67.7855,Radial Velocity,2010,HD 163607
Kepler-80 e,6.3,,4.64551,,369.451,Transit,2014,Kepler-80
Kepler-986 b,,2.285,,,548.364,Transit,2016,Kepler-986
K2-172 c,,3.20569097,29.62682,,249.742,Transit,2018,K2-172
Kepler-630 b,,5.8,161.479,450.0,839.784,Transit,2016,Kepler-630
KELT-17 b,,17.06130004,3.08017952767,1937.72,226.5,Transit,2016,KELT-17
Kepler-114 d,,,11.776132317,,259.533,Transit,2013,Kepler-114
Kepler-231 c,,1.69,19.26930046,345.0,316.618,Transit,2014,Kepler-231
Kepler-1145 b,,,3.9707640384,,691.961,Transit,2016,Kepler-1145
51 Peg b,,,4.2293,,15.4614,Radial Velocity,1995,51 Peg
K2-97 b,,10.88,8.40685,,878.43,Transit,2016,K2-97
Kepler-1208 b,,2.6,11.08487,648.0,825.176,Transit,2016,Kepler-1208
Kepler-997 b,,1.36,2.7073064,1709.0,467.568,Transit,2016,Kepler-997
Kepler-402 c,,,6.124732478,,625.339,Transit,2014,Kepler-402
Kepler-1321 d,,,5.720841,,769.146,Transit,2021,Kepler-1321
Kepler-1639 b,,2.5,9.878482,1003.0,1031.31,Transit,2016,Kepler-1639
Kepler-1709 b,,2.57,65.70460002,454.0,273.946,Transit,2021,Kepler-1709
Kepler-129 c,,,82.2004628157,,408.845,Transit,2014,Kepler-129
CoRoT-30 b,921.707,11.309881,9.06005,,1032.23,Transit,2020,CoRoT-30
Kepler-783 b,,0.78,4.29264638,,516.09,Transit,2016,Kepler-783
TOI-824 b,,,1.39298,,63.9262,Transit,2020,TOI-824
Kepler-1473 b,,1.53,14.42735088,783.0,652.253,Transit,2016,Kepler-1473
Kepler-1670 b,,2.8,20.49941,717.0,2065.98,Transit,2020,Kepler-1670
Kepler-1668 b,,4.47,15.4339775,721.0,1335.64,Transit,2020,Kepler-1668
Kepler-106 e,,2.969,,,444.322,Transit,2014,Kepler-106
Kepler-123 c,,1.572,,,1021.66,Transit,2014,Kepler-123
Kepler-737 b,,1.88,28.59915399,295.0,205.118,Transit,2016,Kepler-737
Kepler-1106 b,,2.44,1.252753881,2199.0,1090.7,Transit,2016,Kepler-1106
Kepler-1508 b,,2.405,,,1260.28,Transit,2016,Kepler-1508
Kepler-518 b,,2.214,8.512035877,,337.901,Transit,2016,Kepler-518
Kepler-571 b,,,4.79860846,,723.875,Transit,2016,Kepler-571
Kepler-126 c,,1.608,21.86967617,,237.401,Transit,2014,Kepler-126
Kepler-154 b,,1.97,33.0405635,540.0,915.212,Transit,2014,Kepler-154
Kepler-109 c,,2.48,21.22261195,771.0,474.861,Transit,2014,Kepler-109
HATS-63 b,305.1168,13.529263,3.0566527,1398.3,623.232,Transit,2018,HATS-63
Kepler-1692 b,,,5.95958637,,591.019,Transit,2020,Kepler-1692
Kepler-1640 b,,4.82,7.5844126,,1859.78,Transit,2016,Kepler-1640
Kepler-1154 c,,2.52,8.45805119,1117.0,1460.1,Transit,2016,Kepler-1154
Kepler-1499 b,,1.14,44.2018402,409.0,309.869,Transit,2016,Kepler-1499
WASP-161 b,,,5.4056202,,343.08,Transit,2018,WASP-161
Kepler-389 c,,1.46,14.51143,,816.559,Transit,2014,Kepler-389
KELT-23 A b,,,2.25528739,,126.261,Transit,2019,KELT-23 A
Kepler-367 b,,1.124,37.8156219,,188.027,Transit,2014,Kepler-367
TOI-1338 b,11.3,7.661,95.4001,,399.017,Transit,2020,TOI-1338 A
Kepler-610 c,,,151.865476216,,845.824,Transit,2016,Kepler-610
Kepler-1717 b,,2.86,30.6528935,780.0,1008.79,Transit,2021,Kepler-1717
Kepler-186 e,,1.66,22.407688,361.0,177.594,Transit,2014,Kepler-186
Kepler-539 b,,8.305,,,307.318,Transit,2016,Kepler-539
Kepler-1231 b,,1.27,10.41729,788.0,987.237,Transit,2016,Kepler-1231
Kepler-1262 b,,1.91,8.67900242,954.0,1054.87,Transit,2016,Kepler-1262
Kepler-1549 b,,2.71,214.886545,266.0,803.052,Transit,2016,Kepler-1549
Kepler-1003 b,,2.012,3.554856915,,941.902,Transit,2016,Kepler-1003
Kepler-126 b,,1.54,10.49567752,1017.0,237.401,Transit,2014,Kepler-126
Kepler-242 b,,,8.2039578317,,600.241,Transit,2014,Kepler-242
Kepler-107 b,,1.587,3.180024635,,525.997,Transit,2014,Kepler-107
Kepler-435 b,,,8.6001554925,,1418.77,Transit,2015,Kepler-435
Kepler-209 b,,,16.08786246,,576.946,Transit,2014,Kepler-209
Kepler-775 b,,1.169,,,398.676,Transit,2016,Kepler-775
Kepler-167 c,,,7.40611676,,341.908,Transit,2014,Kepler-167
K2-98 b,32.2,4.3,10.13675,1102.0,518.625,Transit,2016,K2-98
Kepler-1768 b,,,15.13590922,,632.766,Transit,2021,Kepler-1768
HD 30562 b,,,1159.2,,26.1597,Radial Velocity,2009,HD 30562
Kepler-1752 b,,4.54060463,56.35850143,,962.888,Transit,2021,Kepler-1752
Kepler-203 b,,,3.162692075,,703.302,Transit,2014,Kepler-203
Kepler-694 b,,,6.365839713,,1023.06,Transit,2016,Kepler-694
Kepler-644 b,,2.95,3.173917103,1686.0,1318.05,Transit,2016,Kepler-644
Kepler-109 b,4.9,2.49,6.4816307,1276.0,474.861,Transit,2014,Kepler-109
K2-184 b,,,16.99291698,,75.5857,Transit,2018,K2-184
GJ 338 B b,,,24.422,,6.33256,Radial Velocity,2020,GJ 338 B
HAT-P-40 b,,,4.4572184,,464.469,Transit,2012,HAT-P-40
BD+03 2562 b,,,481.9,,1070.63,Radial Velocity,2017,BD+03 2562
Kepler-144 c,,,10.10463142,,384.917,Transit,2014,Kepler-144
WASP-6 b,,11.99360935,,,197.119,Transit,2009,WASP-6
HATS-42 b,,13.24971416,2.29203483325,1622.35,800.377,Transit,2018,HATS-42
WASP-18 b,3314.9669,13.058485,,,123.483,Transit,2009,WASP-18
Kepler-378 b,,2.38,16.09231474,812.0,152.094,Transit,2014,Kepler-378
Kepler-122 c,,,12.466004437,,1027.45,Transit,2014,Kepler-122
Kepler-769 c,,1.48,15.9870174,773.0,1169.57,Transit,2016,Kepler-769
HD 135344 A b,3178.28407,16.25302201,,1585.0,141.595,Imaging,2025,HD 135344 A
Kepler-341 c,,1.88,8.0103929,940.0,1047.03,Transit,2014,Kepler-341
WASP-93 b,,,2.7325358,,370.284,Transit,2016,WASP-93
Kepler-1881 b,,2.58,159.388051,289.0,1057.21,Transit,2021,Kepler-1881
Kepler-892 b,,2.74,13.7521072,556.0,570.727,Transit,2016,Kepler-892
L 98-59 e,,,12.796,342.0,10.6194,Radial Velocity,2021,L 98-59
TOI-1268 b,,8.37310858,8.157728,,109.557,Transit,2022,TOI-1268
Kepler-62 e,,1.73,122.3863812,265.0,300.874,Transit,2013,Kepler-62
Kepler-777 b,,1.38,5.72812616,569.0,443.106,Transit,2016,Kepler-777
K2-26 b,,,14.56594,,99.0504,Transit,2016,K2-26
WASP-15 b,,14.937131,3.752062,1512.78,282.091,Transit,2009,WASP-15
Kepler-1179 b,,1.307,,,415.205,Transit,2016,Kepler-1179
Kepler-346 c,,,23.85161614,,984.105,Transit,2014,Kepler-346
K2-72 b,,0.75,5.57739,,66.4321,Transit,2016,K2-72
Kepler-193 c,,,50.6985408,,1009.1,Transit,2014,Kepler-193
Kepler-1124 b,,3.3,2.852375,708.0,289.899,Transit,2016,Kepler-1124
Kepler-603 b,,,21.05349939,,1539.63,Transit,2016,Kepler-603
Kepler-926 b,,2.92,52.069002,524.0,921.361,Transit,2016,Kepler-926
Kepler-1980 b,,2.21,33.0257179,564.0,1709.4,Transit,2023,Kepler-1980
TOI-1736 b,12.3,3.18175535,7.073076,1099.79,88.9482,Transit,2023,TOI-1736
Kepler-914 b,,1.49,4.409673,1181.0,753.723,Transit,2016,Kepler-914
Kepler-98 b,,1.98,1.5416829,1597.0,350.315,Transit,2014,Kepler-98
Kepler-1638 b,,,259.34304,,1525.52,Transit,2016,Kepler-1638
K2-95 b,,14.8,10.134279,,179.854,Transit,2016,K2-95
K2-123 b,,2.65,30.956763,,161.555,Transit,2017,K2-123
Kepler-1349 b,,0.7,2.12821621,1668.0,276.323,Transit,2016,Kepler-1349
Kepler-1254 d,,1.31,5.72717226,,622.818,Transit,2016,Kepler-1254
Kepler-1255 b,,2.32,36.2919336,,1617.07,Transit,2016,Kepler-1255
Kepler-1731 b,,,21.76129812,,169.948,Transit,2021,Kepler-1731
Kepler-131 b,,1.98,16.09197176,700.0,228.678,Transit,2014,Kepler-131
Kepler-651 b,,2.29,21.38521506,602.0,509.408,Transit,2016,Kepler-651
Kepler-248 b,,3.16,6.308203234,810.0,738.792,Transit,2014,Kepler-248
Kepler-845 b,,2.1,0.927859821,1470.0,431.051,Transit,2016,Kepler-845
Kepler-497 b,,5.95,3.573203671,1211.0,1291.98,Transit,2016,Kepler-497
Kepler-88 d,,,1403.0,,376.863,Radial Velocity,2020,KOI-142
WASP-184 b,,14.829,5.17958,1416.0,663.231,Transit,2019,WASP-184
Kepler-1478 b,,,26.083766009,,1845.58,Transit,2016,Kepler-1478
TOI-1803 c,,4.21693,12.8858629,576.0,119.24,Transit,2025,TOI-1803
Kepler-1357 b,,1.12,3.0091324,1163.0,1015.69,Transit,2016,Kepler-1357
Kepler-256 c,,2.15,3.38802,,1026.43,Transit,2014,Kepler-256
Kepler-553 b,,4.6,4.0304645,987.0,728.525,Transit,2016,Kepler-553
Kepler-795 b,,1.74,29.6193891,580.0,492.122,Transit,2016,Kepler-795
Kepler-18 d,,6.39617029,14.8589887698,679.13,433.047,Transit,2011,Kepler-18
Kepler-49 c,,2.63,10.91274807,429.0,311.222,Transit,2012,Kepler-49
HATS-26 b,,17.80799124,3.3023907305,1753.94,861.843,Transit,2016,HATS-26
Kepler-1775 b,,2.21,85.6535849,430.0,657.023,Transit,2021,Kepler-1775
Kepler-929 b,,,0.921030497,,1311.23,Transit,2016,Kepler-929
Kepler-641 b,,2.02,9.48961571,926.0,969.918,Transit,2016,Kepler-641
Kepler-345 c,,1.22,9.38742889,564.0,,Transit,2014,Kepler-345
WASP-192 b,,,2.8786676,,508.885,Transit,2019,WASP-192
Kepler-1350 b,,2.52,4.4968604,,340.691,Transit,2016,Kepler-1350
K2-47 b,,2.53,31.646306,,349.881,Transit,2016,K2-47
Kepler-1602 b,,1.014,11.17931605,,629.804,Transit,2016,Kepler-1602
K2-341 b,,2.96787013,36.556251,,421.408,Transit,2021,K2-341
Kepler-1692 b,,1.0,5.95960845,898.0,591.019,Transit,2020,Kepler-1692
TOI-2236 b,502.16888306,14.36991326,3.5315902,1688.0,355.59,Transit,2022,TOI-2236
Kepler-24 e,,2.36,18.99850923,748.0,1156.81,Transit,2014,Kepler-24
Kepler-320 c,,1.97,17.9346563,,826.613,Transit,2014,Kepler-320
Kepler-1321 c,,3.03,2.23,,769.146,Transit,2016,Kepler-1321
Kepler-11 e,,3.94,31.99550624,,646.346,Transit,2010,Kepler-11
Kepler-55 c,69.8,2.35,42.126,,578.796,Transit,2012,Kepler-55
HD 133131 A c,,,3568.0,,51.4736,Radial Velocity,2016,HD 133131 A
Kepler-84 d,,,4.22453631,,1023.9,Transit,2014,Kepler-84
Kepler-1987 e,,1.99,8.74287133,647.0,595.683,Transit,2023,Kepler-1987
Kepler-21 b,,1.72,2.785819,1863.0,108.522,Transit,2012,Kepler-21
Kepler-235 d,,,20.06036336,,428.018,Transit,2014,Kepler-235
TOI-1753 b,16.6,2.47852533,5.3846104,1005.43,226.671,Transit,2024,TOI-1753
K2-46 b,,2.04,19.15344,889.0,449.237,Transit,2016,K2-46
OGLE-2017-BLG-1806L b,5.47,,,,3010.0,Microlensing,2023,OGLE-2017-BLG-1806L
Kepler-945 b,,,31.00288579,,1651.25,Transit,2016,Kepler-945
Kepler-543 b,,2.46,13.89963233,521.0,221.802,Transit,2016,Kepler-543
Kepler-319 b,,1.63,4.362705,,503.436,Transit,2014,Kepler-319
Kepler-228 b,,1.769,2.56659092,,1644.61,Transit,2014,Kepler-228
TOI-3353.01,,2.17821,4.6658007,1068.0,78.7577,Transit,2024,TOI-3353
Kepler-310 b,,,13.93068791,,602.268,Transit,2014,Kepler-310
Kepler-146 c,,2.91,76.7325168,474.0,716.797,Transit,2014,Kepler-146
Kepler-359 d,,34.82,77.085964,,1443.21,Transit,2014,Kepler-359
HIP 91258 b,,,5.0505,,45.8846,Radial Velocity,2013,HIP 91258
WASP-102 b,197.68926915,14.90794433,2.709813,1671.0,535.689,Transit,2025,WASP-102
Kepler-250 c,,,7.1568177584,,760.585,Transit,2014,Kepler-250
TOI-6038 A b,,4.71778,5.826731,1617.0,179.147,Transit,2025,TOI-6038 A
TRAPPIST-1 e,0.62,0.918,6.099615,251.3,,Transit,2017,TRAPPIST-1
Kepler-382 c,,3.14,12.1628195,882.0,935.446,Transit,2014,Kepler-382
Kepler-19 b,,,9.286964466,,218.562,Transit,2011,Kepler-19
Kepler-1026 b,,2.3,36.5156053,431.0,351.239,Transit,2016,Kepler-1026
Kepler-1881 b,,2.58,159.388051,289.0,1057.21,Transit,2021,Kepler-1881
Kepler-1598 b,,,4.34195312,,619.862,Transit,2016,Kepler-1598
TOI-1670 c,200.23189641,11.06326395,40.74976,684.0,168.067,Transit,2022,TOI-1670
WASP-89 b,,,3.35641798,,290.946,Transit,2015,WASP-89
Kepler-536 b,,3.1,1.827082299,,462.322,Transit,2016,Kepler-536
Kepler-1121 b,,1.7,13.15141081,987.0,482.047,Transit,2016,Kepler-1121
Kepler-1652 b,,1.58,38.0970717,242.0,,Transit,2017,Kepler-1652
Kepler-864 b,,3.185,,,2022.9,Transit,2016,Kepler-864
Kepler-595 b,23.6,,25.302918,,643.009,Transit,2016,Kepler-595
Kepler-1039 b,,3.21,0.934885365,2080.0,306.91,Transit,2016,Kepler-1039
Kepler-1140 b,,3.0,24.08638,504.0,656.48,Transit,2016,Kepler-1140
Kepler-389 b,,1.57,3.24416463,,816.559,Transit,2014,Kepler-389
Kepler-80 c,3.45,,9.521632,,369.451,Transit,2012,Kepler-80
K2-100 b,,4.67,1.673918,,188.959,Transit,2016,K2-100
K2-15 b,,3.1,11.808398,,493.992,Transit,2015,K2-15
Kepler-11 b,,1.92,10.30400497,,646.346,Transit,2010,Kepler-11
CoRoT-16 b,170.032,13.11,5.35227,,732.409,Transit,2011,CoRoT-16
Kepler-445 c,,2.649,,,127.201,Transit,2015,Kepler-445
Kepler-322 c,,1.59,4.337224039,1016.0,400.48,Transit,2014,Kepler-322
HD 183579 b,19.7,3.55,17.471278,769.0,57.2651,Transit,2021,HD 183579
Kepler-187 b,,1.36,4.93892,1183.0,1143.0,Transit,2014,Kepler-187
TOI-2411 b,,1.74727133,0.78276495408,1288.74,59.5362,Transit,2022,TOI-2411
Kepler-656 b,,3.57,1.260258822,1569.0,890.352,Transit,2016,Kepler-656
Kepler-964 b,,4.2,13.522604,909.0,454.626,Transit,2016,Kepler-964
Kepler-438 b,,1.13,35.23318,,,Transit,2015,Kepler-438
Kepler-105 c,,1.71,,,459.223,Transit,2014,Kepler-105
Kepler-1043 b,,2.5,38.50519,542.0,903.332,Transit,2016,Kepler-1043
Kepler-1570 b,,2.57,26.548955,836.0,918.995,Transit,2016,Kepler-1570
Kepler-249 d,,,15.3684408753,,190.401,Transit,2014,Kepler-249
TOI-1696 b,56.6,3.24,2.50031,533.0,64.9172,Transit,2022,TOI-1696
Kepler-238 f,,,50.4472306161,,1798.75,Transit,2013,Kepler-238
Kepler-1612 b,,0.88,3.91795101,1019.0,764.726,Transit,2016,Kepler-1612
TOI-125 d,,2.54717,19.9815709,562.0,111.059,Transit,2020,TOI-125
Kepler-1224 b,,,13.32354078,,559.598,Transit,2016,Kepler-1224
K2-181 b,,2.84,6.894256,962.0,360.911,Transit,2018,K2-181
Kepler-1042 b,,2.41,10.13195,634.0,,Transit,2016,Kepler-1042
HD 73344 b,,2.90333467,15.61136332661,829.66,35.26,Transit,2024,HD 73344
Kepler-1955 b,,1.06,14.2651545,853.0,449.351,Transit,2021,Kepler-1955
Kepler-20 d,,,77.6114550544,,282.563,Transit,2011,Kepler-20
Kepler-334 c,,1.37,12.75802811,791.0,426.59,Transit,2014,Kepler-334
Kepler-334 c,,,12.75799391,,426.59,Transit,2014,Kepler-334
WASP-190 b,,,5.3677672,,542.251,Transit,2019,WASP-190
Kepler-110 c,,,31.7197779765,,586.531,Transit,2014,Kepler-110
Kepler-732 c,,1.47,0.8930477,973.0,174.826,Transit,2016,Kepler-732
Kepler-738 b,,2.31,24.58721573,531.0,1113.65,Transit,2016,Kepler-738
K2-123 b,,3.0,30.952606,,161.555,Transit,2017,K2-123
Kepler-873 b,,,20.55336572,,1182.22,Transit,2016,Kepler-873
Kepler-1632 b,,1.66,448.303558,232.0,716.76,Transit,2016,Kepler-1632
TOI-5082.01,,2.54811,4.240122,1164.91,43.1406,Transit,2024,TOI-5082
Kepler-1069 b,,,23.89882644,,695.967,Transit,2016,Kepler-1069
Kepler-944 b,,2.46,43.3167737,463.0,1349.43,Transit,2016,Kepler-944
Kepler-305 e,,,3.20539622,,868.477,Transit,2020,Kepler-305
Kepler-962 b,,,12.0570673754,,411.486,Transit,2016,Kepler-962
K2-181 b,,,6.893,,360.911,Transit,2018,K2-181
Kepler-32 e,1.11884,,2.8960052,,323.847,Transit,2012,Kepler-32
Kepler-102 f,,0.932,,,107.796,Transit,2014,Kepler-102
Kepler-987 b,,3.297,,,914.126,Transit,2016,Kepler-987
Kepler-31 d,,4.06,87.6475334,484.0,1664.64,Transit,2014,Kepler-31
Kepler-286 d,,1.48,5.91428767,992.0,1226.85,Transit,2014,Kepler-286
Kepler-1284 b,,,0.664074145,,882.324,Transit,2016,Kepler-1284
Kepler-10 b,4.56,1.416,0.837495,1833.0,185.506,Transit,2011,Kepler-10
Kepler-369 b,,1.42,2.732767897,687.0,,Transit,2014,Kepler-369
HAT-P-33 b,,,3.47447613,,396.11,Transit,2011,HAT-P-33
Kepler-11 b,,1.72,10.303995,851.0,646.346,Transit,2010,Kepler-11
Kepler-282 b,,,9.2204663608,,1337.61,Transit,2014,Kepler-282
Kepler-452 b,,1.5,384.843022,,551.727,Transit,2015,Kepler-452
Kepler-1475 b,,2.92,82.177374,,1568.38,Transit,2016,Kepler-1475
Kepler-1255 b,,3.1,36.292017,694.0,1617.07,Transit,2016,Kepler-1255
Kepler-1874 b,,2.19,56.5735997,317.0,408.007,Transit,2021,Kepler-1874
Kepler-118 b,,1.67,7.51849479,861.0,574.228,Transit,2014,Kepler-118
Kepler-663 b,,2.4,4.996777,893.0,1063.09,Transit,2016,Kepler-663
Kepler-1453 b,,2.74,47.1611696,503.0,1196.04,Transit,2016,Kepler-1453
Kepler-755 c,,1.478,,,399.034,Transit,2016,Kepler-755
Kepler-285 b,,,2.6338653606,,824.31,Transit,2014,Kepler-285
Kepler-1586 b,,1.95,15.6049212,1109.0,552.55,Transit,2016,Kepler-1586
Kepler-363 c,66.4,2.41,7.542,,762.596,Transit,2014,Kepler-363
WASP-64 b,,,1.57329025,,369.926,Transit,2012,WASP-64
Kepler-244 d,,2.69,20.0504494,622.0,1036.49,Transit,2014,Kepler-244
Kepler-354 d,,1.47,24.2102171,451.0,554.064,Transit,2014,Kepler-354
Kepler-761 b,,,10.12810209,,830.707,Transit,2016,Kepler-761
Kepler-132 c,,,6.41492075,,349.549,Transit,2014,Kepler-132
Kepler-690 b,,,7.748094239,,1665.31,Transit,2016,Kepler-690
K2-371 b,,12.11200864,3.11489307594,956.83,442.813,Transit,2022,K2-371
TOI-1516 b,1004.33776612,15.24421375,2.056014,,247.054,Transit,2022,TOI-1516
Kepler-869 b,,3.61,40.4287755,,939.455,Transit,2016,Kepler-869
Kepler-474 b,,4.535,5.660672935,,841.496,Transit,2016,Kepler-474
Kepler-826 b,,0.89,4.48758907,1043.0,779.596,Transit,2016,Kepler-826
Kepler-1338 b,,1.05,0.935115863,2124.0,753.26,Transit,2016,Kepler-1338
Kepler-152 b,,3.041,18.20795693,,441.09,Transit,2014,Kepler-152
GJ 3512 b,,,203.109,,9.48637,Radial Velocity,2019,GJ 3512
Kepler-299 b,,1.22,2.92721559,1241.0,1052.24,Transit,2014,Kepler-299
Kepler-1944 b,,2.48,9.84261195,803.0,1076.48,Transit,2021,Kepler-1944
Kepler-1887 b,,,19.94752741,,1366.18,Transit,2021,Kepler-1887
Kepler-150 c,,3.69,7.381998,,891.092,Transit,2014,Kepler-150
Kepler-24 e,,2.44,18.99850923,,1156.81,Transit,2014,Kepler-24
Kepler-282 d,,2.3,24.80568031,624.0,1337.61,Transit,2013,Kepler-282
KMT-2016-BLG-1836L b,700.0,,,,6300.0,Microlensing,2019,KMT-2016-BLG-1836L
Kepler-586 b,,2.79,2.104722184,,693.766,Transit,2016,Kepler-586
Kepler-804 c,,1.17,9.65185017,875.0,649.65,Transit,2016,Kepler-804
Kepler-1381 b,,2.41,25.3842686,649.0,1197.04,Transit,2016,Kepler-1381
Kepler-169 c,,1.47,6.19543693,884.0,406.529,Transit,2014,Kepler-169
Kepler-571 b,,2.49,4.798599388,980.0,723.875,Transit,2016,Kepler-571
